ref,piece,max,min,geo_point_2d,surface,price_per_m2,district
27.5,4,33.0,19.3,"48.86910019977125, 2.3394607437483312",40.0,20.625,2
24.3,3,29.2,17.0,"48.84194019337512, 2.356893889624744",30.0,24.3,5
27.8,3,33.4,19.5,"48.847800629292664, 2.3363388275876775",30.0,27.8,6
27.3,2,32.8,19.1,"48.84271125032415, 2.3107774536393966",20.0,40.95,15
22.8,4,27.4,16.0,"48.87863907572485, 2.380127281829295",40.0,17.1,19
26.1,1,31.32,18.27,"48.894012169582226, 2.3643867790293243",10.0,78.30000000000001,18
36.6,1,43.9,25.6,"48.851585175021285, 2.3647679538731117",10.0,109.80000000000001,4
23.3,4,28.0,16.3,"48.87981191977869, 2.3448612910024424",40.0,17.475,9
25.7,3,30.8,18.0,"48.8379956461218, 2.4331784419569793",30.0,25.7,12
29.6,3,35.5,20.7,"48.858514966137854, 2.3164447403399206",30.0,29.6,7
29.9,2,35.9,20.9,"48.85528871996157, 2.3336568680904577",20.0,44.849999999999994,6
20.7,3,24.84,14.49,"48.830359242366505, 2.428826815083849",30.0,20.7,12
29.3,1,35.16,20.51,"48.8949426537908, 2.321118743705154",10.0,87.9,17
28.2,4,33.84,19.74,"48.86388739200144, 2.363123300986952",40.0,21.15,3
27.6,3,33.12,19.32,"48.86327454383974, 2.259935831704838",30.0,27.6,16
32.4,1,38.88,22.68,"48.871765634282355, 2.2719177404675657",10.0,97.19999999999999,16
26.2,3,31.44,18.34,"48.850171655497846, 2.291852642697574",30.0,26.2,15
26.2,4,31.44,18.34,"48.82312780567426, 2.352433149542824",40.0,19.650000000000002,13
32.4,1,38.88,22.68,"48.86843361445447, 2.2916790427412166",10.0,97.19999999999999,16
24.1,3,28.92,16.87,"48.86371948395739, 2.395272820760115",30.0,24.1,20
24.8,4,29.76,17.36,"48.83373367612219, 2.3476730460658106",40.0,18.6,13
28.8,4,34.56,20.16,"48.86843361445447, 2.2916790427412166",40.0,21.599999999999998,16
29.3,2,35.16,20.51,"48.86465997810256, 2.3363089189653063",20.0,43.95,1
23.0,4,27.6,16.1,"48.894012169582226, 2.3643867790293243",40.0,17.25,18
33.0,3,39.6,23.1,"48.85035926154756, 2.3110309362657557",30.0,33.0,7
32.2,4,38.64,22.54,"48.85035926154756, 2.3110309362657557",40.0,24.150000000000002,7
32.2,1,38.64,22.54,"48.85706404083103, 2.380364061726767",10.0,96.60000000000001,11
25.8,4,30.96,18.06,"48.83906040108164, 2.2780763469189345",40.0,19.35,15
24.8,3,29.76,17.36,"48.85528871996157, 2.3336568680904577",30.0,24.8,6
27.8,1,33.36,19.46,"48.86371948395739, 2.395272820760115",10.0,83.4,20
33.3,1,39.96,23.31,"48.88073523727109, 2.35747081044636",10.0,99.89999999999999,10
26.1,1,31.32,18.27,"48.88163816729657, 2.3954401666237373",10.0,78.30000000000001,19
25.5,2,30.6,17.9,"48.86388739200144, 2.363123300986952",20.0,38.25,3
27.5,4,33.0,19.3,"48.85571865089275, 2.358162333852766",40.0,20.625,4
28.0,1,33.6,19.6,"48.89166759106752, 2.3459787545931863",10.0,84.0,18
28.7,2,34.4,20.1,"48.8671501183107, 2.3500801904088187",20.0,43.050000000000004,2
22.7,4,27.2,15.9,"48.84691594405347, 2.374401626479208",40.0,17.025,12
28.4,2,34.1,19.9,"48.847800629292664, 2.3363388275876775",20.0,42.599999999999994,6
27.8,3,33.4,19.5,"48.85528871996157, 2.3336568680904577",30.0,27.8,6
28.7,2,34.4,20.1,"48.862557245043206, 2.354851518245669",20.0,43.050000000000004,3
33.0,4,39.6,23.1,"48.85035926154756, 2.3110309362657557",40.0,24.75,7
35.1,1,42.1,24.6,"48.85829990387876, 2.3015415556941874",10.0,105.30000000000001,7
25.1,3,30.1,17.6,"48.850622342726865, 2.252276907538065",30.0,25.1,16
24.8,3,29.76,17.36,"48.869306638088744, 2.3334318076581146",30.0,24.8,2
24.3,3,29.2,17.0,"48.85852137232379, 2.3516669671389687",30.0,24.3,4
22.8,4,27.4,16.0,"48.86371948395739, 2.395272820760115",40.0,17.1,20
23.8,4,28.6,16.7,"48.85706404083103, 2.380364061726767",40.0,17.849999999999998,11
21.4,2,25.7,15.0,"48.87103473909125, 2.406171530151038",20.0,32.099999999999994,20
23.1,3,27.7,16.2,"48.86740319007272, 2.3729648249267643",30.0,23.1,11
27.8,3,33.4,19.5,"48.86465997810256, 2.3363089189653063",30.0,27.8,1
18.4,4,22.1,12.9,"48.82752745777257, 2.3723977369189355",40.0,13.799999999999999,13
25.0,2,30.0,17.5,"48.83373367612219, 2.3476730460658106",20.0,37.5,13
27.3,2,32.8,19.1,"48.84194019337512, 2.356893889624744",20.0,40.95,5
29.8,4,35.8,20.9,"48.86465997810256, 2.3363089189653063",40.0,22.35,1
29.6,2,35.5,20.7,"48.86843361445447, 2.2916790427412166",20.0,44.4,16
27.9,4,33.48,19.53,"48.859192412713874, 2.3632050573309638",40.0,20.925,3
29.5,2,35.4,20.65,"48.873934691758095, 2.343252579473346",20.0,44.25,9
27.8,3,33.4,19.5,"48.867074492185395, 2.3086516846814",30.0,27.8,8
25.2,1,30.2,17.6,"48.87103473909125, 2.406171530151038",10.0,75.6,20
27.2,4,32.6,19.0,"48.85526326937375, 2.3255876525808024",40.0,20.4,7
24.9,3,29.9,17.4,"48.83429362836976, 2.296919974448867",30.0,24.9,15
29.8,2,35.8,20.9,"48.871765634282355, 2.2719177404675657",20.0,44.7,16
27.3,2,32.8,19.1,"48.87993433878255, 2.3328501965554715",20.0,40.95,9
27.5,4,33.0,19.3,"48.86388739200144, 2.363123300986952",40.0,20.625,3
22.8,4,27.4,16.0,"48.835209049865114, 2.3862100842120184",40.0,17.1,12
29.4,2,35.3,20.6,"48.82312780567426, 2.352433149542824",20.0,44.1,13
24.2,4,29.0,16.9,"48.850622342726865, 2.252276907538065",40.0,18.15,16
32.9,1,39.5,23.0,"48.8671501183107, 2.3500801904088187",10.0,98.7,2
28.8,1,34.6,20.2,"48.8379956461218, 2.4331784419569793",10.0,86.39999999999999,12
29.6,1,35.5,20.7,"48.82665262554388, 2.3264369992249008",10.0,88.8,14
19.2,4,23.0,13.4,"48.8379956461218, 2.4331784419569793",40.0,14.399999999999999,12
26.2,4,31.4,18.3,"48.86234502354463, 2.376118055918989",40.0,19.650000000000002,11
24.2,4,29.0,16.9,"48.850171655497846, 2.291852642697574",40.0,18.15,15
27.2,3,32.6,19.0,"48.850171655497846, 2.291852642697574",30.0,27.2,15
25.2,4,30.2,17.6,"48.851585175021285, 2.3647679538731117",40.0,18.9,4
29.8,1,35.8,20.9,"48.89166759106752, 2.3459787545931863",10.0,89.4,18
25.2,4,30.2,17.6,"48.85528871996157, 2.3336568680904577",40.0,18.9,6
31.9,1,38.3,22.3,"48.88504369140323, 2.302909824651906",10.0,95.7,17
30.1,4,36.1,21.1,"48.862557245043206, 2.354851518245669",40.0,22.575000000000003,3
18.1,4,21.7,12.7,"48.82752745777257, 2.3723977369189355",40.0,13.575000000000001,13
26.0,4,31.2,18.2,"48.823452771575106, 2.337070179863054",40.0,19.5,14
32.8,1,39.4,23.0,"48.88073523727109, 2.35747081044636",10.0,98.39999999999999,10
25.7,4,30.8,18.0,"48.86234502354463, 2.376118055918989",40.0,19.275,11
22.3,3,26.8,15.6,"48.87103473909125, 2.406171530151038",30.0,22.3,20
24.6,3,29.5,17.2,"48.85209650697998, 2.3887648336025635",30.0,24.6,11
35.6,1,42.7,24.9,"48.86647028948414, 2.3570831310567835",10.0,106.8,3
32.4,2,38.9,22.7,"48.85526326937375, 2.3255876525808024",20.0,48.599999999999994,7
31.5,2,37.8,22.1,"48.867018590627694, 2.328581664931248",20.0,47.25,1
30.4,1,36.5,21.3,"48.850171655497846, 2.291852642697574",10.0,91.2,15
34.7,1,41.6,24.3,"48.85438440363996, 2.340035371130514",10.0,104.10000000000001,6
26.0,3,31.2,18.2,"48.8671501183107, 2.3500801904088187",30.0,26.0,2
27.0,3,32.4,18.9,"48.86388739200144, 2.363123300986952",30.0,27.0,3
34.0,3,40.8,23.8,"48.85035926154756, 2.3110309362657557",30.0,34.0,7
22.9,3,27.5,16.0,"48.8949426537908, 2.321118743705154",30.0,22.9,17
26.7,2,32.0,18.7,"48.89555577457166, 2.384777229270242",20.0,40.05,19
29.2,1,35.0,20.4,"48.87124465089237, 2.3615036473450113",10.0,87.6,10
32.3,3,38.8,22.6,"48.85438440363996, 2.340035371130514",30.0,32.3,6
33.7,1,40.4,23.6,"48.85706404083103, 2.380364061726767",10.0,101.10000000000001,11
34.5,1,41.4,24.1,"48.871765634282355, 2.2719177404675657",10.0,103.5,16
16.6,4,19.9,11.6,"48.88163816729657, 2.3954401666237373",40.0,12.450000000000001,19
30.8,1,37.0,21.6,"48.850171655497846, 2.291852642697574",10.0,92.4,15
28.0,2,33.6,19.6,"48.86740319007272, 2.3729648249267643",20.0,42.0,11
25.4,4,30.5,17.8,"48.86740319007272, 2.3729648249267643",40.0,19.05,11
40.7,1,48.8,28.5,"48.85526326937375, 2.3255876525808024",10.0,122.10000000000001,7
30.4,2,36.5,21.3,"48.87981191977869, 2.3448612910024424",20.0,45.6,9
35.1,1,42.1,24.6,"48.84271125032415, 2.3107774536393966",10.0,105.30000000000001,15
22.6,4,27.1,15.8,"48.84691594405347, 2.374401626479208",40.0,16.950000000000003,12
23.1,3,27.7,16.2,"48.8949426537908, 2.321118743705154",30.0,23.1,17
27.2,2,32.6,19.0,"48.8490447659431, 2.3457466001872485",20.0,40.8,5
27.1,3,32.5,19.0,"48.85852137232379, 2.3516669671389687",30.0,27.1,4
37.5,1,45.0,26.3,"48.86388739200144, 2.363123300986952",10.0,112.5,3
35.0,1,42.0,24.5,"48.847800629292664, 2.3363388275876775",10.0,105.0,6
27.2,2,32.6,19.0,"48.8490447659431, 2.3457466001872485",20.0,40.8,5
27.0,3,32.4,18.9,"48.83373367612219, 2.3476730460658106",30.0,27.0,13
29.0,3,34.8,20.3,"48.86843361445447, 2.2916790427412166",30.0,29.0,16
27.2,1,32.6,19.0,"48.89555577457166, 2.384777229270242",10.0,81.6,19
31.1,2,37.3,21.8,"48.85438440363996, 2.340035371130514",20.0,46.650000000000006,6
30.7,2,36.8,21.5,"48.86843361445447, 2.2916790427412166",20.0,46.05,16
35.5,1,42.6,24.9,"48.83373367612219, 2.3476730460658106",10.0,106.5,13
27.1,2,32.5,19.0,"48.835209049865114, 2.3862100842120184",20.0,40.65,12
31.9,3,38.3,22.3,"48.84642759400415, 2.327356878234607",30.0,31.9,6
35.5,1,42.6,24.9,"48.87981191977869, 2.3448612910024424",10.0,106.5,9
35.1,2,42.1,24.6,"48.85829990387876, 2.3015415556941874",20.0,52.650000000000006,7
26.6,4,31.9,18.6,"48.873934691758095, 2.343252579473346",40.0,19.950000000000003,9
28.6,3,34.3,20.0,"48.88504369140323, 2.302909824651906",30.0,28.6,17
34.0,2,40.8,23.8,"48.85035926154756, 2.3110309362657557",20.0,51.0,7
29.0,3,34.8,20.3,"48.87814767585099, 2.3171746113048903",30.0,29.0,8
33.2,1,39.8,23.2,"48.87993433878255, 2.3328501965554715",10.0,99.60000000000001,9
29.4,1,35.3,20.6,"48.835209049865114, 2.3862100842120184",10.0,88.2,12
22.4,2,26.9,15.7,"48.854760283035255, 2.407430328235969",20.0,33.599999999999994,20
31.1,3,37.3,21.8,"48.85829990387876, 2.3015415556941874",30.0,31.099999999999998,7
22.1,3,26.5,15.5,"48.87863907572485, 2.380127281829295",30.0,22.1,19
23.8,4,28.6,16.7,"48.8379956461218, 2.4331784419569793",40.0,17.849999999999998,12
28.8,1,34.6,20.2,"48.888481513920595, 2.313856169006357",10.0,86.39999999999999,17
29.8,4,35.8,20.9,"48.87354738020911, 2.332268868869704",40.0,22.35,9
34.2,1,41.0,23.9,"48.87354738020911, 2.332268868869704",10.0,102.60000000000001,9
29.8,4,35.8,20.9,"48.86065013520993, 2.3349103292801994",40.0,22.35,1
29.0,3,34.8,20.3,"48.874135575605415, 2.3041188097211407",30.0,29.0,8
27.2,3,32.6,19.0,"48.88117755028415, 2.289963738115156",30.0,27.2,17
26.7,2,32.0,18.7,"48.82665262554388, 2.3264369992249008",20.0,40.05,14
30.2,2,36.2,21.1,"48.87993433878255, 2.3328501965554715",20.0,45.3,9
31.0,2,37.2,21.7,"48.86465997810256, 2.3363089189653063",20.0,46.5,1
26.9,3,32.3,18.8,"48.87993433878255, 2.3328501965554715",30.0,26.9,9
25.8,2,31.0,18.1,"48.86234502354463, 2.376118055918989",20.0,38.7,11
27.7,1,33.2,19.4,"48.835209049865114, 2.3862100842120184",10.0,83.1,12
25.3,3,30.4,17.7,"48.85438440363996, 2.340035371130514",30.0,25.3,6
22.7,3,27.2,15.9,"48.876008290020586, 2.36812301788768",30.0,22.7,10
26.7,2,32.0,18.7,"48.86234502354463, 2.376118055918989",20.0,40.05,11
29.3,4,35.2,20.5,"48.868008337402706, 2.3446991274274604",40.0,21.975,2
28.6,1,34.3,20.0,"48.86371948395739, 2.395272820760115",10.0,85.80000000000001,20
25.9,2,31.1,18.1,"48.88163816729657, 2.3954401666237373",20.0,38.849999999999994,19
26.4,2,31.7,18.5,"48.86371948395739, 2.395272820760115",20.0,39.599999999999994,20
22.4,3,26.9,15.7,"48.87863907572485, 2.380127281829295",30.0,22.4,19
25.4,3,30.5,17.8,"48.85571865089275, 2.358162333852766",30.0,25.4,4
25.9,4,31.1,18.1,"48.888481513920595, 2.313856169006357",40.0,19.424999999999997,17
34.1,1,40.9,23.9,"48.87354738020911, 2.332268868869704",10.0,102.30000000000001,9
21.5,4,25.8,15.1,"48.82312780567426, 2.352433149542824",40.0,16.125,13
24.2,1,29.0,16.9,"48.82752745777257, 2.3723977369189355",10.0,72.6,13
32.2,1,38.6,22.5,"48.87993433878255, 2.3328501965554715",10.0,96.60000000000001,9
31.5,3,37.8,22.1,"48.852895586218004, 2.3527750121216795",30.0,31.5,4
26.7,3,32.0,18.7,"48.86740319007272, 2.3729648249267643",30.0,26.7,11
22.4,4,26.9,15.7,"48.87153120058614, 2.3875492398498035",40.0,16.799999999999997,20
28.4,2,34.1,19.9,"48.89166759106752, 2.3459787545931863",20.0,42.599999999999994,18
38.0,1,45.6,26.6,"48.85526326937375, 2.3255876525808024",10.0,114.0,7
21.1,4,25.3,14.8,"48.8379956461218, 2.4331784419569793",40.0,15.825000000000003,12
31.5,1,37.8,22.05,"48.86065013520993, 2.3349103292801994",10.0,94.5,1
26.8,2,32.16,18.76,"48.86228910809422, 2.3448988583110166",20.0,40.2,1
24.5,4,29.4,17.15,"48.86228910809422, 2.3448988583110166",40.0,18.375,1
31.5,1,37.8,22.05,"48.867018590627694, 2.328581664931248",10.0,94.5,1
24.5,3,29.4,17.15,"48.86465997810256, 2.3363089189653063",30.0,24.5,1
36.3,1,43.56,25.41,"48.869306638088744, 2.3334318076581146",10.0,108.89999999999999,2
32.1,1,38.52,22.47,"48.868008337402706, 2.3446991274274604",10.0,96.3,2
28.7,2,34.44,20.09,"48.868008337402706, 2.3446991274274604",20.0,43.050000000000004,2
28.4,4,34.08,19.88,"48.85571865089275, 2.358162333852766",40.0,21.299999999999997,4
30.2,2,36.24,21.14,"48.85852137232379, 2.3516669671389687",20.0,45.3,4
35.1,1,42.12,24.57,"48.84766363545046, 2.354093153377686",10.0,105.30000000000001,5
32.1,1,38.52,22.47,"48.84168428795317, 2.3438609263160095",10.0,96.3,5
33.2,2,39.84,23.24,"48.84642759400415, 2.327356878234607",20.0,49.800000000000004,6
25.0,2,30.0,17.5,"48.86228910809422, 2.3448988583110166",20.0,37.5,1
36.3,1,43.56,25.41,"48.847800629292664, 2.3363388275876775",10.0,108.89999999999999,6
28.1,4,33.72,19.67,"48.84168428795317, 2.3438609263160095",40.0,21.075,5
25.2,3,30.24,17.64,"48.85438440363996, 2.340035371130514",30.0,25.2,6
26.8,2,32.16,18.76,"48.87993433878255, 2.3328501965554715",20.0,40.2,9
37.0,1,44.4,25.9,"48.867074492185395, 2.3086516846814",10.0,111.0,8
31.9,2,38.28,22.33,"48.867074492185395, 2.3086516846814",20.0,47.85,8
30.7,3,36.84,21.49,"48.867074492185395, 2.3086516846814",30.0,30.699999999999996,8
28.9,4,34.68,20.23,"48.87354738020911, 2.332268868869704",40.0,21.674999999999997,9
30.1,1,36.12,21.07,"48.86234502354463, 2.376118055918989",10.0,90.30000000000001,11
23.2,3,27.84,16.24,"48.835209049865114, 2.3862100842120184",30.0,23.2,12
24.4,3,29.28,17.08,"48.830359242366505, 2.428826815083849",30.0,24.4,12
20.5,3,24.6,14.35,"48.830359242366505, 2.428826815083849",30.0,20.5,12
23.1,4,27.72,16.17,"48.873934691758095, 2.343252579473346",40.0,17.325,9
22.7,4,27.24,15.89,"48.87981191977869, 2.3448612910024424",40.0,17.025,9
24.3,4,29.16,17.01,"48.873934691758095, 2.343252579473346",40.0,18.225,9
25.9,2,31.08,18.13,"48.86740319007272, 2.3729648249267643",20.0,38.849999999999994,11
24.4,4,29.28,17.08,"48.87124465089237, 2.3615036473450113",40.0,18.3,10
25.1,4,30.12,17.57,"48.87126549302095, 2.320053028649194",40.0,18.825000000000003,8
37.0,1,44.4,25.9,"48.87126549302095, 2.320053028649194",10.0,111.0,8
23.4,4,28.08,16.38,"48.86740319007272, 2.3729648249267643",40.0,17.549999999999997,11
23.4,3,28.08,16.38,"48.86234502354463, 2.376118055918989",30.0,23.4,11
23.1,4,27.72,16.17,"48.87981191977869, 2.3448612910024424",40.0,17.325,9
25.9,4,31.08,18.13,"48.87126549302095, 2.320053028649194",40.0,19.424999999999997,8
32.9,1,39.48,23.03,"48.87981191977869, 2.3448612910024424",10.0,98.7,9
24.2,4,29.04,16.94,"48.876008290020586, 2.36812301788768",40.0,18.15,10
24.3,3,29.16,17.01,"48.8490447659431, 2.3457466001872485",30.0,24.3,5
25.3,3,30.36,17.71,"48.84271125032415, 2.3107774536393966",30.0,25.3,15
28.0,2,33.6,19.6,"48.888481513920595, 2.313856169006357",20.0,42.0,17
22.5,4,27.0,15.75,"48.82312780567426, 2.352433149542824",40.0,16.875,13
31.5,1,37.8,22.05,"48.8376230959726, 2.331783822887114",10.0,94.5,14
24.2,4,29.04,16.94,"48.83906040108164, 2.2780763469189345",40.0,18.15,15
26.4,2,31.68,18.48,"48.850622342726865, 2.252276907538065",20.0,39.599999999999994,16
25.7,3,30.84,17.99,"48.850622342726865, 2.252276907538065",30.0,25.7,16
29.8,2,35.76,20.86,"48.88504369140323, 2.302909824651906",20.0,44.7,17
27.3,2,32.76,19.11,"48.8949426537908, 2.321118743705154",20.0,40.95,17
24.2,2,29.04,16.94,"48.82665262554388, 2.3264369992249008",20.0,36.3,14
25.3,4,30.36,17.71,"48.88504369140323, 2.302909824651906",40.0,18.975,17
24.7,4,29.64,17.29,"48.88117755028415, 2.289963738115156",40.0,18.525,17
26.7,4,32.04,18.69,"48.84271125032415, 2.3107774536393966",40.0,20.025,15
28.1,4,33.72,19.67,"48.86327454383974, 2.259935831704838",40.0,21.075,16
31.4,1,37.68,21.98,"48.871765634282355, 2.2719177404675657",10.0,94.19999999999999,16
29.8,2,35.76,20.86,"48.88117755028415, 2.289963738115156",20.0,44.7,17
27.2,4,32.64,19.04,"48.83429362836976, 2.296919974448867",40.0,20.4,15
27.2,4,32.6,19.0,"48.85035926154756, 2.3110309362657557",40.0,20.4,7
26.9,2,32.3,18.8,"48.87124465089237, 2.3615036473450113",20.0,40.35,10
25.9,2,31.08,18.13,"48.868008337402706, 2.3446991274274604",20.0,38.849999999999994,2
27.3,4,32.76,19.11,"48.871765634282355, 2.2719177404675657",40.0,20.475,16
24.4,4,29.28,17.08,"48.89213818760241, 2.355536163296278",40.0,18.3,18
18.6,3,22.32,13.02,"48.894012169582226, 2.3643867790293243",30.0,18.6,18
31.8,1,38.16,22.26,"48.89213818760241, 2.355536163296278",10.0,95.4,18
26.0,1,31.2,18.2,"48.89555577457166, 2.384777229270242",10.0,78.0,19
27.3,2,32.76,19.11,"48.89213818760241, 2.355536163296278",20.0,40.95,18
25.8,2,30.96,18.06,"48.86910019977125, 2.3394607437483312",20.0,38.7,2
23.6,4,28.32,16.52,"48.89257777114592, 2.334363089913081",40.0,17.700000000000003,18
29.9,2,35.9,20.9,"48.867018590627694, 2.328581664931248",20.0,44.849999999999994,1
24.4,4,29.28,17.08,"48.87153120058614, 2.3875492398498035",40.0,18.3,20
28.1,2,33.72,19.67,"48.88504369140323, 2.302909824651906",20.0,42.15,17
23.1,3,27.72,16.17,"48.89555577457166, 2.384777229270242",30.0,23.1,19
33.6,2,40.32,23.52,"48.85035926154756, 2.3110309362657557",20.0,50.400000000000006,7
18.5,4,22.2,12.95,"48.894012169582226, 2.3643867790293243",40.0,13.875,18
26.0,2,31.2,18.2,"48.850622342726865, 2.252276907538065",20.0,39.0,16
30.1,1,36.12,21.07,"48.888481513920595, 2.313856169006357",10.0,90.30000000000001,17
26.4,4,31.68,18.48,"48.83906040108164, 2.2780763469189345",40.0,19.799999999999997,15
27.0,2,32.4,18.9,"48.89213818760241, 2.355536163296278",20.0,40.5,18
26.0,3,31.2,18.2,"48.89213818760241, 2.355536163296278",30.0,26.0,18
34.6,1,41.5,24.2,"48.859192412713874, 2.3632050573309638",10.0,103.8,3
27.8,3,33.4,19.5,"48.86647028948414, 2.3570831310567835",30.0,27.8,3
28.0,3,33.6,19.6,"48.86843361445447, 2.2916790427412166",30.0,28.0,16
24.3,3,29.2,17.0,"48.87354738020911, 2.332268868869704",30.0,24.3,9
23.8,4,28.6,16.7,"48.89213818760241, 2.355536163296278",40.0,17.849999999999998,18
29.6,3,35.5,20.7,"48.851585175021285, 2.3647679538731117",30.0,29.6,4
25.3,3,30.4,17.7,"48.84271125032415, 2.3107774536393966",30.0,25.3,15
27.1,3,32.5,19.0,"48.87814767585099, 2.3171746113048903",30.0,27.1,8
29.7,1,35.6,20.8,"48.835209049865114, 2.3862100842120184",10.0,89.1,12
28.7,2,34.4,20.1,"48.85571865089275, 2.358162333852766",20.0,43.050000000000004,4
27.6,1,33.1,19.3,"48.8949426537908, 2.321118743705154",10.0,82.80000000000001,17
32.2,1,38.6,22.5,"48.86234502354463, 2.376118055918989",10.0,96.60000000000001,11
25.3,3,30.4,17.7,"48.87981191977869, 2.3448612910024424",30.0,25.3,9
27.8,3,33.4,19.5,"48.852895586218004, 2.3527750121216795",30.0,27.8,4
28.7,4,34.4,20.1,"48.85852137232379, 2.3516669671389687",40.0,21.525000000000002,4
24.4,4,29.3,17.1,"48.850171655497846, 2.291852642697574",40.0,18.3,15
23.7,4,28.4,16.6,"48.873934691758095, 2.343252579473346",40.0,17.775000000000002,9
23.8,4,28.6,16.7,"48.8949426537908, 2.321118743705154",40.0,17.849999999999998,17
26.4,4,31.7,18.5,"48.86843361445447, 2.2916790427412166",40.0,19.799999999999997,16
26.0,1,31.2,18.2,"48.82752745777257, 2.3723977369189355",10.0,78.0,13
24.3,3,29.2,17.0,"48.847800629292664, 2.3363388275876775",30.0,24.3,6
26.2,4,31.4,18.3,"48.82665262554388, 2.3264369992249008",40.0,19.650000000000002,14
31.0,1,37.2,21.7,"48.852895586218004, 2.3527750121216795",10.0,93.0,4
27.7,2,33.2,19.4,"48.84194019337512, 2.356893889624744",20.0,41.55,5
32.9,2,39.5,23.0,"48.85035926154756, 2.3110309362657557",20.0,49.35,7
24.0,4,28.8,16.8,"48.8949426537908, 2.321118743705154",40.0,18.0,17
32.9,1,39.5,23.0,"48.8490447659431, 2.3457466001872485",10.0,98.7,5
25.3,2,30.4,17.7,"48.84691594405347, 2.374401626479208",20.0,37.95,12
29.6,3,35.5,20.7,"48.85528871996157, 2.3336568680904577",30.0,29.6,6
24.9,4,29.9,17.4,"48.85528871996157, 2.3336568680904577",40.0,18.674999999999997,6
26.4,1,31.7,18.5,"48.87153120058614, 2.3875492398498035",10.0,79.19999999999999,20
25.2,2,30.2,17.6,"48.835209049865114, 2.3862100842120184",20.0,37.8,12
21.9,3,26.3,15.3,"48.823452771575106, 2.337070179863054",30.0,21.9,14
24.8,3,29.76,17.36,"48.85438440363996, 2.340035371130514",30.0,24.8,6
31.3,1,37.6,21.9,"48.87361766097465, 2.352282894951218",10.0,93.89999999999999,10
25.4,2,30.5,17.8,"48.8490447659431, 2.3457466001872485",20.0,38.1,5
26.4,3,31.7,18.5,"48.87814767585099, 2.3171746113048903",30.0,26.4,8
24.1,3,28.92,16.87,"48.876008290020586, 2.36812301788768",30.0,24.1,10
27.8,1,33.36,19.46,"48.830359242366505, 2.428826815083849",10.0,83.4,12
30.0,2,36.0,21.0,"48.88504369140323, 2.302909824651906",20.0,45.0,17
26.9,4,32.28,18.83,"48.88504369140323, 2.302909824651906",40.0,20.175,17
32.3,1,38.76,22.61,"48.88073523727109, 2.35747081044636",10.0,96.89999999999999,10
